Name,Brand,Category,Stability,Speed,Glide,Turn,Fade,URL,ThumbnailURL
Raketen,Latitude 64,Distance Drivers,Overstable,14.5,3.6,-2.1,2.7,https://infinitediscs.com/Latitude-64-Raketen,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_aca4ff7f-cbce-4dcb-bd3b-08587a73542cDSC04830.JPG

Recoil,Latitude 64,Distance Drivers,Overstable,12,4.1,0,3,https://infinitediscs.com/Latitude-64-Recoil,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_051159-64e7.jpg

Riot,Latitude 64,Distance Drivers,Overstable,11,4,-0.9,2.1,https://infinitediscs.com/Latitude-64-Riot,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2bb012a8-ce36-4048-b2d2-2fcd4e4b4a49L64 Riot Gold.jpg

Sapphire,Latitude 64,Distance Drivers,Neutral,10,6,-1.8,1.6,https://infinitediscs.com/Latitude-64-Sapphire,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_BIGSAPHIRE.JPG

Scythe,Latitude 64,Distance Drivers,Very Overstable,12,3.2,0,4,https://infinitediscs.com/Latitude-64-Scythe,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4bd8c3e8-8c34-41ec-9525-57d0778d3d01100_4352.JPG

Stiletto,Latitude 64,Distance Drivers,Very Overstable,13,2.7,0.8,5.3,https://infinitediscs.com/Latitude-64-Stiletto,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_df66c35e-65fa-491d-85e7-6ccd5b1432a9100_4508.JPG

Villain,Latitude 64,Distance Drivers,Very Overstable,12,4,-0.2,3.7,https://infinitediscs.com/Latitude-64-Villain,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e2bd242c-f3fe-4a77-9277-d523b1e01c1d7.jpg

Bryce,Latitude 64,Control Drivers,Neutral,9,6,-1.8,1.9,https://infinitediscs.com/Latitude-64-Bryce,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d95248-8974.JPG

Culverin,Latitude 64,Control Drivers,Overstable,9,5,-0.3,2.9,https://infinitediscs.com/Latitude-64-Culverin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_875e4bfe-9641-4647-9299-937c37a402a6Latitude-64-Opto-Culverin.jpg

Diamond,Latitude 64,Control Drivers,Understable,8,6,-3.1,1,https://infinitediscs.com/Latitude-64-Diamond,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d7f36ea4-e8b0-4dbb-bb02-cd772ab2c9cdL64 Diamond Opto.jpg

Explorer,Latitude 64,Control Drivers,Overstable,7,5,-0.1,2,https://infinitediscs.com/Latitude-64-Explorer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_explorehigh.JPG

Falchion,Latitude 64,Control Drivers,Overstable,8.5,5.6,-1.1,2,https://infinitediscs.com/Latitude-64-Falchion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_86f4fe17-ead4-4d9c-865e-743971b3f63bDSC00026.jpg

Fury,Latitude 64,Control Drivers,Understable,8.9,6.5,-2.1,1.3,https://infinitediscs.com/Latitude-64-Fury,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e63b1b1a-8354-4eb1-8cf0-6c35cafdda2bL64 Fury Opto.jpg

Jade,Latitude 64,Control Drivers,Understable,9,5,-2,1.4,https://infinitediscs.com/Latitude-64-Jade,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8e6b995f-cee6-467f-a337-cc9e4303ae091.jpg

Maul,Latitude 64,Control Drivers,Understable,7,6.9,-2.2,1,https://infinitediscs.com/Latitude-64-Maul,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3ff2555a-ce06-4c5b-8e53-f510704398f8maul.jpg

Pioneer,Latitude 64,Control Drivers,Very Overstable,9,3,0,3.9,https://infinitediscs.com/Latitude-64-Pioneer,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_pioneer.jpg

Primitus,Latitude 64,Control Drivers,Overstable,9,5,0,2,https://infinitediscs.com/Latitude-64-Primitus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5dc5aeb3-1c99-4e37-ab26-76363b121af8DSC02421.JPG

River,Latitude 64,Control Drivers,Neutral,7,6.9,-1.1,1.1,https://infinitediscs.com/Latitude-64-River,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e750870d-8c3d-4950-b1ae-7a1c72e3b610L64 River Gold.jpg

River Pro,Latitude 64,Control Drivers,Overstable,6.4,5,-0.2,2.1,https://infinitediscs.com/Latitude-64-River-Pro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_RiverPro.jpg

Saint,Latitude 64,Control Drivers,Overstable,9,6.8,-1.4,1.9,https://infinitediscs.com/Latitude-64-Saint,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ed290642-6940-45bf-a4c9-3b6db6a96e4eL64 Saint Opto.jpg

Saint Pro,Latitude 64,Control Drivers,Overstable,8.4,6,-0.4,2.6,https://infinitediscs.com/Latitude-64-Saint-Pro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_80dcf2ec-a958-471e-8561-62e81c2796c0L64 Saint Pro Opto.jpg

Spark,Latitude 64,Control Drivers,Overstable,7.1,4.1,-0.2,2.6,https://infinitediscs.com/Latitude-64-Spark,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7706dbc6-82ad-46dd-8962-cd7d8efff7ecDSC06525.JPG

Striker,Latitude 64,Control Drivers,Overstable,8.2,5,-0.1,1.9,https://infinitediscs.com/Latitude-64-Striker,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ec85336d-d2db-4697-b8a7-201598b84cab100_5247.JPG

Trident,Latitude 64,Control Drivers,Very Overstable,5.8,3.2,-0.2,3.9,https://infinitediscs.com/Latitude-64-Trident,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_17118f7c-97cd-49d0-8aaf-819e00157f7f1.jpg

Vision,Latitude 64,Control Drivers,Overstable,8,6.1,-1.4,1.9,https://infinitediscs.com/Latitude-64-Vision,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_75ea1e0b-7de0-4284-b64e-22a4688fc42c4.jpg

XXX,Latitude 64,Control Drivers,Very Overstable,7.2,2.8,0,4.4,https://infinitediscs.com/Latitude-64-XXX,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5b66a920-cdf5-4de2-8643-a958293e78d93.jpg

Zion,Latitude 64,Control Drivers,Overstable,9,3.8,-0.6,3,https://infinitediscs.com/Latitude-64-Zion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_optoGbryce.jpg

Anchor,Latitude 64,Mid Range,Overstable,5,4,0,2.8,https://infinitediscs.com/Latitude-64-Anchor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_anchor_1.JPG

Claymore,Latitude 64,Mid Range,Neutral,5,5,-0.7,1,https://infinitediscs.com/Latitude-64-Claymore,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5c6d61b6-a906-4de0-a944-1b248175f0bf100_4711.JPG

Compass,Latitude 64,Mid Range,Overstable,4.9,4.9,0,1,https://infinitediscs.com/Latitude-64-Compass,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9c070d76-2b0d-4ee2-bdd8-8f15727830a4DSC09988.JPG

Core,Latitude 64,Mid Range,Neutral,5.4,5,-0.8,1,https://infinitediscs.com/Latitude-64-Core,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_87e3466b-4298-4992-aaea-91e009f9c7aaL64 Core Opto.jpg

Fuji,Latitude 64,Mid Range,Overstable,4.1,4.1,-0.1,1.9,https://infinitediscs.com/Latitude-64-Fuji,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_898156-fc06.jpg

Fuse,Latitude 64,Mid Range,Understable,5,6.2,-1.3,0.3,https://infinitediscs.com/Latitude-64-Fuse,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_55b4ce06-cc3e-4947-b3b1-974366141c25L64 Fuse Opto.jpg

Gobi,Latitude 64,Mid Range,Overstable,5.7,5.2,-0.5,1.1,https://infinitediscs.com/Latitude-64-Gobi,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e3822f-e812.JPG

Mace,Latitude 64,Mid Range,Overstable,5,5,0,1.9,https://infinitediscs.com/Latitude-64-Mace,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_eb9de5ea-f51a-48aa-ba1f-ae6748afe2e0L64 Mace Gold.jpg

Medius,Latitude 64,Mid Range,Overstable,5,5,-1,2,https://infinitediscs.com/Latitude-64-Medius,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_95e18331-e17b-4b2f-bd6c-89b16ebfc1a4DSC02419.JPG

Pain,Latitude 64,Mid Range,Overstable,4.1,4,-0.1,3.1,https://infinitediscs.com/Latitude-64-Pain,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_1300c86e-e651-44aa-b254-de5a1ab4b3dbL64 Pain Gold.jpg

Pearl,Latitude 64,Mid Range,Very Understable,4.1,6,-4.1,0.2,https://infinitediscs.com/Latitude-64-Pearl,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_11c65e12-04b1-4f9b-96c4-b9d2a239676fL64 Pearl Recycled.jpg

Trident,Latitude 64,Mid Range,Very Overstable,5.8,3.2,-0.2,3.9,https://infinitediscs.com/Latitude-64-Trident,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_17118f7c-97cd-49d0-8aaf-819e00157f7f1.jpg

Beetle,Latitude 64,Putters,Understable,1,6.9,-1.1,0,https://infinitediscs.com/Latitude-64-Beetle,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_beetle1_1.JPG

Caltrop,Latitude 64,Putters,Overstable,2,2.1,0,2,https://infinitediscs.com/Latitude-64-Caltrop,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC00639.jpg

Dagger,Latitude 64,Putters,Overstable,2,4.7,0,1.3,https://infinitediscs.com/Latitude-64-Dagger,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_67f3d6-8ef1.JPG

Gauntlet,Latitude 64,Putters,Overstable,2.1,4.2,0,1,https://infinitediscs.com/Latitude-64-Gauntlet,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_62040fa2-0d62-4628-84be-bcbde22290f2Latitude-64-Zero-Medium-Gauntlet.jpg

Keystone,Latitude 64,Putters,Neutral,2.1,5,-1,0.9,https://infinitediscs.com/Latitude-64-Keystone,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highres_2.JPG

Macana,Latitude 64,Putters,Overstable,2,5,0,1,https://infinitediscs.com/Latitude-64-Macana,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_4ae5fdf0-2cb2-49a3-b396-699d4ad3bbf2Latitude-64-Zero-Medium-Macana.jpg

Mercy,Latitude 64,Putters,Overstable,2.1,4,0,1,https://infinitediscs.com/Latitude-64-Mercy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f4c80f3e-e008-43d6-a72f-bc5a3178afb7L64 Mercy Strawberry.jpg

Pure,Latitude 64,Putters,Overstable,3,3.2,-0.5,0.6,https://infinitediscs.com/Latitude-64-Pure,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f1c17d98-83a9-49db-afa6-0a4c29f133f3L64 Pure Opto.jpg

Ruby,Latitude 64,Putters,Understable,3,4.8,-3,0.9,https://infinitediscs.com/Latitude-64-Ruby,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_05e61065-304b-4dbf-bf17-55b39a2b3239L64 Ruby Opto.jpg

Sarek,Latitude 64,Putters,Overstable,2.1,4.2,-0.1,1.4,https://infinitediscs.com/Latitude-64-Sarek,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_844be7-8f1d.JPG

Sinus,Latitude 64,Putters,Overstable,2.1,1.9,0,2.4,https://infinitediscs.com/Latitude-64-Sinus,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_57462a3b-587a-4c56-bb23-39736f0edc88DSC03508.JPG

Spike,Latitude 64,Putters,Neutral,3.9,2.7,-1,0.9,https://infinitediscs.com/Latitude-64-Spike,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_637816c6-3823-4e0f-93fc-48169426c6ba23.jpg

Catalyst,MVP,Distance Drivers,Neutral,13,5.5,-2,1.6,https://infinitediscs.com/MVP-Catalyst,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8e56311f-48fb-47ce-a4ee-bb83f2b0dcbdCatalystNeutron-green.jpg

Dimension,MVP,Distance Drivers,Overstable,14,4.9,0,3.1,https://infinitediscs.com/MVP-Dimension,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02516.jpg

Energy,MVP,Distance Drivers,Very Overstable,13.1,4.1,0.2,3.8,https://infinitediscs.com/MVP-Energy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bad56f1a-0513-4d37-a31d-08031e494bf1energy.jpg

Impulse,MVP,Distance Drivers,Understable,10,4.9,-2.9,1.1,https://infinitediscs.com/MVP-Impulse,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3cdcef8a-86c7-43d3-9a49-d6ae7caf5e9fDSC03146.JPG

Inertia,MVP,Distance Drivers,Neutral,10.3,4.9,-1.9,2,https://infinitediscs.com/MVP-Inertia,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_7ded8895-9a3f-4805-bda3-15da857cf0e0DSC03145.JPG

Limit,MVP,Distance Drivers,Very Overstable,14,4,0.3,4.3,https://infinitediscs.com/MVP-Limit,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_limitsmall.JPG

Motion,MVP,Distance Drivers,Very Overstable,9.9,4,0.1,4,https://infinitediscs.com/MVP-Motion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03816.jpg

Nitro,MVP,Distance Drivers,Overstable,13,4.4,-0.3,2.6,https://infinitediscs.com/MVP-Nitro,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_650721ce-c711-4ff6-a1b6-ee50986465aeNeutron Nitro.jpg

Octane,MVP,Distance Drivers,Overstable,13,4.9,-0.9,2.1,https://infinitediscs.com/MVP-Octane,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ccc770a3-37b5-4460-9788-f9fa59c61224small.JPG

Orbital,MVP,Distance Drivers,Very Understable,11.5,5,-4.4,0.9,https://infinitediscs.com/MVP-Orbital,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c6c58a84-603c-4794-9a95-0d13819476eeMVPOrbital.jpg

Phase,MVP,Distance Drivers,Very Overstable,11.3,3.5,0.1,4.1,https://infinitediscs.com/MVP-Phase,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_79eebcec-0742-41c5-a42e-46432885f673Phase-Neutron-purple.jpg

Photon,MVP,Distance Drivers,Overstable,11.5,4.9,-1,2.7,https://infinitediscs.com/MVP-Photon,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5ca06564-25ff-44c0-9460-039156935ea3MVPPhotonFission.png

Relativity,MVP,Distance Drivers,Neutral,13.9,5.1,-2.5,1.6,https://infinitediscs.com/MVP-Relativity,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5e8077-00b5.JPG

Teleport,MVP,Distance Drivers,Overstable,14,5.1,-1.2,2.2,https://infinitediscs.com/MVP-Teleport,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_teleportn.JPG

Tesla,MVP,Distance Drivers,Overstable,10.1,4.7,-0.6,2.3,https://infinitediscs.com/MVP-Tesla,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5e791ab4-385d-4289-b59c-ada3cdb3b585DSC03149.JPG

Wave,MVP,Distance Drivers,Neutral,11.4,5,-1.9,1.8,https://infinitediscs.com/MVP-Wave,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03819.jpg

Amp,MVP,Control Drivers,Neutral,8.1,5,-1.3,1.2,https://infinitediscs.com/MVP-Amp,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_8ff3f61b-03dc-41ca-a9f1-f24efbbb4e86MVP Amp Neutron.jpg

Relay,MVP,Control Drivers,Understable,6.1,5,-2.4,1.1,https://infinitediscs.com/MVP-Relay,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ddab946e-6870-48b0-8bd4-d33e4a62d8a91.jpg

Resistor,MVP,Control Drivers,Overstable,6.6,3.8,0,3.3,https://infinitediscs.com/MVP-Resistor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0a1d64e3-3e04-4ef5-b272-8ec1b7dcb90aDSC01624.jpg

Servo,MVP,Control Drivers,Overstable,6.6,4.9,-0.9,2,https://infinitediscs.com/MVP-Servo,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03821.jpg

Shock,MVP,Control Drivers,Overstable,8,5,-0.1,2.5,https://infinitediscs.com/MVP-Shock,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC03822.jpg

Signal,MVP,Control Drivers,Understable,6,5,-3,1,https://infinitediscs.com/MVP-Signal,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_signal.JPG

Switch,MVP,Control Drivers,Understable,6.7,5,-1.5,1.1,https://infinitediscs.com/MVP-Switch,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5cd3759e-557f-43d6-8717-63cac0489db721.jpg

Volt,MVP,Control Drivers,Overstable,8.1,4.9,-0.7,2.1,https://infinitediscs.com/MVP-Volt,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_27155c80-0a9c-4b23-a384-69cbb8920db7Volt Proton.jpg

Axis,MVP,Mid Range,Neutral,5,4.9,-0.9,1,https://infinitediscs.com/MVP-Axis,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_a13248cb-0652-4ed8-ae98-4172e5d2fd32Axis Proton.jpg

Deflector,MVP,Mid Range,Very Overstable,5,3.5,0.2,4.1,https://infinitediscs.com/MVP-Deflector,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_045e8d-92d2.JPG

Matrix,MVP,Mid Range,Overstable,5,4.1,-0.6,2,https://infinitediscs.com/MVP-Matrix,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC02368.jpg

Reactor,MVP,Mid Range,Overstable,5,4.9,-0.5,1.5,https://infinitediscs.com/MVP-Reactor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9b2834-89d0.JPG

Tangent,MVP,Mid Range,Neutral,4.5,4.1,-0.9,1,https://infinitediscs.com/MVP-Tangent,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b607e413-5569-49d8-88b4-6229e22d30abMVP Tangent Proton.jpg

Tensor,MVP,Mid Range,Overstable,4.4,4.3,-0.1,2.5,https://infinitediscs.com/MVP-Tensor,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_0c40c571-1669-4499-a0dc-b9c4cb0f8800MVP Tensor Neutron.jpg

Vector,MVP,Mid Range,Overstable,5,4,0,2.3,https://infinitediscs.com/MVP-Vector,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_677d5798-67e5-4c9f-a600-e80bf27277f5Vector Proton.jpg

Vertex,MVP,Mid Range,Understable,4.2,4,-2.3,0.6,https://infinitediscs.com/MVP-Vertex,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC04870.jpg

Anode,MVP,Putters,Neutral,3,3.1,0,0.4,https://infinitediscs.com/MVP-Anode,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_86ca3853-53d5-4fe2-8b46-089691bea02dMVP Anode Proton.jpg

Atom,MVP,Putters,Overstable,2.6,3.1,-0.3,0.8,https://infinitediscs.com/MVP-Atom,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_small_14.JPG

Entropy,MVP,Putters,Overstable,3.9,2.9,0,3,https://infinitediscs.com/MVP-Entropy,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_9454e5-9dff.JPG

Ion,MVP,Putters,Overstable,3,3.6,0,1.2,https://infinitediscs.com/MVP-Ion,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5b508e8b-d99e-4025-a949-5a4536b6a012Ion Proton.jpg

Ohm,MVP,Putters,Overstable,2,5,0,1,https://infinitediscs.com/MVP-Ohm,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_ohmhighrez.JPG

Particle,MVP,Putters,Overstable,3,3,-0.1,2.2,https://infinitediscs.com/MVP-Particle,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_partsmall.JPG

Spin,MVP,Putters,Understable,3,4,-1.6,0,https://infinitediscs.com/MVP-Spin,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_spinproton.JPG

D Model OS,Prodigy,Distance Drivers,Very Overstable,13,5,0,3.9,https://infinitediscs.com/Prodigy-D-Model-OS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DmodelOS_2.JPG

D Model S,Prodigy,Distance Drivers,Overstable,13,6,-0.1,2.1,https://infinitediscs.com/Prodigy-D-Model-S,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DModelS.jpeg

D Model US,Prodigy,Distance Drivers,Understable,13,6,-2.8,1.2,https://infinitediscs.com/Prodigy-D-Model-US,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_806c31-bbba.JPG

D1,Prodigy,Distance Drivers,Overstable,12.3,5.1,-0.2,2.9,https://infinitediscs.com/Prodigy-D1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_da6e3f23-927e-4137-9a78-4d7bc4e3f0afProdigy D1 400S.jpg

D1 Max,Prodigy,Distance Drivers,Overstable,12,5,-0.2,2.9,https://infinitediscs.com/Prodigy-D1-Max,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d1maxbig.JPG

D2,Prodigy,Distance Drivers,Overstable,12.2,5.9,-0.9,2.9,https://infinitediscs.com/Prodigy-D2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_FLABBOI.JPG

D2 Max,Prodigy,Distance Drivers,Overstable,11.9,5.8,-1,2.9,https://infinitediscs.com/Prodigy-D2-Max,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_c778a7-56f8.JPG

D3,Prodigy,Distance Drivers,Neutral,12.4,5.9,-1.9,2.1,https://infinitediscs.com/Prodigy-D3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_69c230f5-38ad-43ba-a720-bb2ab22fcebfProdigy D3 400S.jpg

D3 Max,Prodigy,Distance Drivers,Neutral,12,5.8,-2.5,1.6,https://infinitediscs.com/Prodigy-D3-Max,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_400GGGG.JPG

D4,Prodigy,Distance Drivers,Understable,12.2,5.9,-2.9,2.1,https://infinitediscs.com/Prodigy-D4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_183c83f3-ca83-4ccf-aff4-b8fef9ad5ed8Prodigy D4 400S.jpg

D5,Prodigy,Distance Drivers,Understable,12.3,5.9,-3.6,2.1,https://infinitediscs.com/Prodigy-D5,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_efdeef8d-2d8b-46e6-bd8a-991997bf225fProdigy D5 400S.jpg

D6,Prodigy,Distance Drivers,Very Understable,12.2,6,-4,1,https://infinitediscs.com/Prodigy-D6,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_d247afc3-8103-487a-89de-7b65b49fda75DSC00920.jpg

X1,Prodigy,Distance Drivers,Very Overstable,12.9,3,0,4.9,https://infinitediscs.com/Prodigy-X1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_3ced43d8-3ab7-4332-bbc0-ce8d49b7acd71.jpg

X2,Prodigy,Distance Drivers,Very Overstable,12.8,4.3,-0.1,3.8,https://infinitediscs.com/Prodigy-X2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_DSC05044.jpg

X3,Prodigy,Distance Drivers,Overstable,11.8,4.9,-1,2.1,https://infinitediscs.com/Prodigy-X3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_5f2a5d-630d.JPG

X4,Prodigy,Distance Drivers,Neutral,12.7,5.1,-2.3,2,https://infinitediscs.com/Prodigy-X4,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_bff4fc-398d.JPG

X5,Prodigy,Distance Drivers,Very Understable,13,5,-3.8,1.2,https://infinitediscs.com/Prodigy-X5,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_e18b34-95ca.JPG

F Model OS,Prodigy,Control Drivers,Very Overstable,10,5,2,4,https://infinitediscs.com/Prodigy-F-Model-OS,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f7bc25-7a03.JPG

F Model S,Prodigy,Control Drivers,Overstable,10,5,0.3,2.9,https://infinitediscs.com/Prodigy-F-Model-S,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_f581fe-9d5e.jpeg

F Model US,Prodigy,Control Drivers,Understable,10,5,-1.7,1.3,https://infinitediscs.com/Prodigy-F-Model-US,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_highres_32.JPG

F1,Prodigy,Control Drivers,Overstable,7,4.1,-0.2,2.8,https://infinitediscs.com/Prodigy-F1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_be5f313c-12a4-4b95-979f-0cef1880f69aProdigy F1 400S.jpg

F2,Prodigy,Control Drivers,Overstable,7.1,4.9,-1,2.9,https://infinitediscs.com/Prodigy-F2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_Infinite3_9.jpg

F3,Prodigy,Control Drivers,Overstable,7,5,-1,2,https://infinitediscs.com/Prodigy-F3,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_2a34c336-38a3-48e4-bd42-a9e9531d28c73.jpg

F5,Prodigy,Control Drivers,Understable,7,5,-1.8,1.1,https://infinitediscs.com/Prodigy-F5,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_b4526acb-834f-4d6f-b0e0-0023b3fc411bDSC03907.jpg

F7,Prodigy,Control Drivers,Understable,7,5,-3,0.9,https://infinitediscs.com/Prodigy-F7,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_11dc3858-e138-45c3-85d1-51127fb20993Prodigy F7 400S.jpg

FX-2,Prodigy,Control Drivers,Overstable,9.1,4.1,-0.6,3.1,https://infinitediscs.com/Prodigy-FX-2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_db5e6b-f152.JPG

H1,Prodigy,Control Drivers,Very Overstable,9.9,3.1,0.1,3.8,https://infinitediscs.com/Prodigy-H1,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_72be3847-2d94-4ee6-8685-1c22b98b59a6100_5096.JPG

H1 V2,Prodigy,Control Drivers,Overstable,10.8,4,0,3,https://infinitediscs.com/Prodigy-H1-V2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_H1V2400PLASTICFrontThumbnail2514215216557258008001_1.jpg

H2,Prodigy,Control Drivers,Overstable,9,4.7,0,2.3,https://infinitediscs.com/Prodigy-H2,https://infinitediscs.com/Inf_Uploads/Disc_Images/DI-2_50097e0f-c43c-4f8b-ad1a-1eb0a14a37e7DSC02883.JPG

